# dimensionless total lensed [l(l+1)/2pi] C_l's
# for l=2 to 2500, i.e. number of multipoles equal to 2499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  142       5.834841475931e-10       1.613899333575e-13      -6.460625878788e-12       1.035244475768e-15       4.170785155987e-12       7.861288982445e-13      -4.618928961876e-15 
  143       5.883545053586e-10       1.612114952272e-13      -6.490191066455e-12       1.050889272415e-15       4.089932860050e-12       7.743864993428e-13      -4.548207334818e-15 
  144       5.932052477585e-10       1.609637247028e-13      -6.516692739249e-12       1.066684005406e-15       4.010865737796e-12       7.628837403923e-13      -4.479241712057e-15 
  145       5.980351693693e-10       1.606472129863e-13      -6.540076012663e-12       1.082629313984e-15       3.933563291245e-12       7.516178575291e-13      -4.412000216716e-15 
  146       6.028431563495e-10       1.602626641685e-13      -6.560287888538e-12       1.098725744662e-15       3.858033405839e-12       7.405886741782e-13      -4.346395840986e-15 
  147       6.076280600290e-10       1.598108856366e-13      -6.577276815602e-12       1.114973825958e-15       3.784277782480e-12       7.297950258753e-13      -4.282330453795e-15 
  148       6.123886961639e-10       1.592927899745e-13      -6.590992733010e-12       1.131374067912e-15       3.712291782678e-12       7.192347359272e-13      -4.219694563774e-15 
  149       6.171238441914e-10       1.587093968633e-13      -6.601387113877e-12       1.147926961605e-15       3.642064273695e-12       7.089045910720e-13      -4.158367082226e-15 
  150       6.218322464840e-10       1.580618349810e-13      -6.608413008814e-12       1.164632978683e-15       3.573577473700e-12       6.988003171395e-13      -4.098215086086e-15 
  151       6.265126076050e-10       1.573513439035e-13      -6.612025089463e-12       1.181492570873e-15       3.506806796911e-12       6.889165547110e-13      -4.039093580887e-15 
  152       6.311635935623e-10       1.565792760040e-13      -6.612179692030e-12       1.198506169507e-15       3.441720698746e-12       6.792468347802e-13      -3.980845263727e-15 
  153       6.357838310639e-10       1.557470983539e-13      -6.608834860826e-12       1.215674185037e-15       3.378280520972e-12       6.697835544129e-13      -3.923300286233e-15 
  154       6.403719067721e-10       1.548563946227e-13      -6.601950391794e-12       1.232997006560e-15       3.316440336849e-12       6.605179524075e-13      -3.866276017524e-15 
  155       6.449263665584e-10       1.539088669784e-13      -6.591487876051e-12       1.250475001336e-15       3.256146796283e-12       6.514400849552e-13      -3.809576807177e-15 
  156       6.494457147581e-10       1.529063379876e-13      -6.577410743421e-12       1.268108514307e-15       3.197338970971e-12       6.425388013002e-13      -3.752993748195e-15 
  157       6.539284134253e-10       1.518507525159e-13      -6.559684305967e-12       1.285897867618e-15       3.139948199551e-12       6.338017194003e-13      -3.696304439966e-15 
  158       6.583728815871e-10       1.507441796280e-13      -6.538275801532e-12       1.303843360138e-15       3.083897932748e-12       6.252152015864e-13      -3.639272751233e-15 
  159       6.627774944988e-10       1.495888144882e-13      -6.513154437267e-12       1.321945266978e-15       3.029103578524e-12       6.167643302235e-13      -3.581648583057e-15 
